time (ms),L2_RQSTS.REFERENCES-0,L2_RQSTS.REFERENCES-1,L2_RQSTS.REFERENCES-2,L2_RQSTS.REFERENCES-3,L2_RQSTS.REFERENCES-4,L2_RQSTS.REFERENCES-5,LONGEST_LAT_CACHE.REFERENCE-0,LONGEST_LAT_CACHE.REFERENCE-1,LONGEST_LAT_CACHE.REFERENCE-2,LONGEST_LAT_CACHE.REFERENCE-3,LONGEST_LAT_CACHE.REFERENCE-4,LONGEST_LAT_CACHE.REFERENCE-5,BR_INST_RETIRED.ALL_BRANCHES-0,BR_INST_RETIRED.ALL_BRANCHES-1,BR_INST_RETIRED.ALL_BRANCHES-2,BR_INST_RETIRED.ALL_BRANCHES-3,BR_INST_RETIRED.ALL_BRANCHES-4,BR_INST_RETIRED.ALL_BRANCHES-5,BR_MISP_RETIRED.ALL_BRANCHES-0,BR_MISP_RETIRED.ALL_BRANCHES-1,BR_MISP_RETIRED.ALL_BRANCHES-2,BR_MISP_RETIRED.ALL_BRANCHES-3,BR_MISP_RETIRED.ALL_BRANCHES-4,BR_MISP_RETIRED.ALL_BRANCHES-5,INST_RETIRED.ANY-0,INST_RETIRED.ANY-1,INST_RETIRED.ANY-2,INST_RETIRED.ANY-3,INST_RETIRED.ANY-4,INST_RETIRED.ANY-5,CPU_CLK_UNHALTED.THREAD-0,CPU_CLK_UNHALTED.THREAD-1,CPU_CLK_UNHALTED.THREAD-2,CPU_CLK_UNHALTED.THREAD-3,CPU_CLK_UNHALTED.THREAD-4,CPU_CLK_UNHALTED.THREAD-5,CPU_CLK_UNHALTED.REF_TSC-0,CPU_CLK_UNHALTED.REF_TSC-1,CPU_CLK_UNHALTED.REF_TSC-2,CPU_CLK_UNHALTED.REF_TSC-3,CPU_CLK_UNHALTED.REF_TSC-4,CPU_CLK_UNHALTED.REF_TSC-5
42640,263659.333,264896.000,200482.667,263100.000,253744.667,263358.667,225042.667,223924.667,164836.667,222324.667,226894.667,221590.667,6668910.000,6677218.000,9182329.333,6653812.000,9683631.333,6648164.000,1191785.333,1194205.333,1673509.333,1189423.333,1629619.333,1188854.000,49940235.333,50000374.000,69383644.667,49839491.333,73313255.333,49785404.667,67585524.000,67580788.000,67621651.333,67499384.000,67605085.333,67502180.000,55947528.000,55943550.000,55977324.000,55876626.000,55963908.000,55878888.000
42670,264771.333,265984.000,277265.333,263461.333,229330.667,264357.333,226684.000,225580.667,248884.000,223077.333,215979.333,223639.333,6617794.000,6623895.333,9058088.000,6593180.000,8976449.333,6581341.333,1183134.667,1184811.333,1522212.667,1177788.000,1627603.333,1177464.000,49553464.000,49592304.667,68642741.333,49365260.667,67564915.333,49286466.000,67454990.667,67530074.667,67548496.667,67304335.333,67565471.333,67259196.667,55839888.000,55901820.000,55917108.000,55714932.000,55931148.000,55677804.000
42696,353156.154,353116.154,243070.769,353900.769,344982.308,354057.692,311622.308,309105.385,234097.692,310630.769,329500.769,310810.000,7937101.538,7946120.769,8875927.692,7928121.538,8757125.385,7892076.154,1277006.154,1279053.077,1613649.231,1273712.308,1512924.615,1268923.077,59846349.231,59915245.385,66877920.000,59761306.154,72050839.231,59495223.846,77781922.308,77713663.077,69133248.462,77657714.615,69078423.077,77459373.846,64388250.000,64331370.000,57229020.000,64285110.000,57183660.000,64121400.000
42726,233550.000,236440.667,352092.000,233109.333,263142.000,234447.333,198780.667,199268.000,339042.667,197643.333,250970.667,196342.667,5913744.000,5916602.000,9436466.000,5909816.000,9594922.000,5898749.333,1059151.333,1057788.000,1523276.667,1057614.000,1610491.333,1054559.333,44292144.000,44301237.333,76737348.000,44264332.667,72442024.667,44188967.333,60054553.333,60056218.000,67616244.667,60049036.667,67597862.000,59863326.667,49713924.000,49715094.000,55973034.000,49709088.000,55958058.000,49555350.000
42756,363614.000,364378.000,216952.667,359426.667,221894.667,362240.667,316222.000,314708.000,209924.000,311818.000,209839.333,315576.667,6554122.000,6549701.333,9065982.667,6549109.333,8969228.000,6543016.000,1108824.000,1109110.667,1645714.667,1110328.000,1618850.000,1107876.667,54490616.667,54456440.667,68176471.333,54467608.000,67254170.667,54405021.333,67579624.000,67581847.333,67598712.667,67573407.333,66833566.000,67513436.000,55942692.000,55944408.000,55958604.000,55937544.000,55325868.000,55888014.000
42783,342157.778,343520.741,255973.333,341203.704,271685.926,343985.926,300208.148,298861.481,249197.778,296889.630,259668.148,300314.074,7880013.333,7876091.111,9402168.148,7866859.259,9504276.296,7863042.963,1272428.889,1271432.593,1592657.037,1269354.074,1580122.222,1268622.963,59384865.185,59356968.148,70996820.741,59282980.741,71730780.741,59251488.148,75099928.148,75098700.000,66778612.593,75097559.259,66802468.889,75088417.778,62167993.333,62167040.000,55279726.667,62166433.333,55299746.667,62158286.667
42813,235258.667,235318.000,293795.333,234032.000,312944.000,233684.667,200064.000,198299.333,281592.000,198488.000,300424.000,197602.667,5915745.333,5915377.333,8008477.333,5901668.667,8934829.333,5909007.333,1059031.333,1058359.333,1366030.667,1055055.333,1551965.333,1056910.000,44289562.000,44291061.333,65672366.000,44176716.667,72414648.000,44236451.333,60068030.667,60060441.333,60091815.333,59916924.000,67623291.333,60057383.333,49724532.000,49718916.000,49744422.000,49599576.000,55979118.000,49715874.000
42843,266220.000,265630.667,198614.667,263857.333,270598.000,265565.333,227514.667,224308.667,195059.333,224110.667,262364.667,225383.333,6657784.667,6647353.333,8014031.333,6648413.333,9548070.667,6650337.333,1190404.000,1187844.667,1454592.667,1189682.000,1599084.000,1189728.000,49833324.000,49756682.667,60178508.000,49771721.333,71944707.333,49781167.333,67576180.667,67509162.667,60018000.000,67580949.333,67637739.333,67585792.667,55940040.000,55884582.000,49683348.000,55944096.000,55991130.000,55947840.000
42870,341622.222,344329.630,290646.667,341828.889,250972.593,345323.704,301073.333,302950.370,285837.037,299927.407,248582.963,304054.074,7669967.407,7662979.259,9271555.556,7668157.037,8531091.852,7656345.185,1234700.741,1232703.704,1542303.704,1232612.593,1541428.889,1232186.667,57839253.333,57767880.000,69978769.630,57809283.704,63942028.148,57727751.852,74913653.333,74922993.333,66750826.667,74918045.926,66616738.519,74897665.185,62013726.667,62021960.000,55256586.667,62018233.333,55146000.000,62000900.000
42900,332998.667,333383.333,233190.667,330653.333,372755.333,334562.000,290300.000,289834.667,231855.333,287376.000,361833.333,291910.000,5809348.000,5797256.667,8831306.667,5787503.333,9366414.667,5784380.667,976946.667,976002.667,1601597.333,973034.667,1505606.667,972301.333,48920084.000,48810259.333,66256377.333,48744713.333,75931650.000,48725271.333,60059102.000,60062515.333,67444915.333,59921466.000,67587974.000,59912983.333,49716888.000,49720008.000,55831230.000,49603320.000,55949790.000,49596378.000
42926,303167.692,306413.846,335226.923,303746.923,247121.538,304200.000,259033.846,259621.538,317952.308,261281.538,243621.538,258504.615,7623679.231,7626156.923,9126261.538,7620147.692,9152254.615,7606896.154,1364376.923,1363271.538,1493906.154,1362223.077,1653732.308,1360844.615,57079035.385,57076283.846,70390820.769,57013584.615,68578408.462,56961047.692,77917204.615,77923854.615,69262065.385,77916244.615,69293944.615,77853340.769,64500210.000,64505970.000,57335850.000,64499400.000,57361860.000,64447650.000
42956,280735.333,279840.667,275766.000,277919.333,280515.333,280886.000,247527.333,244086.667,271811.333,244685.333,273846.000,246511.333,6347437.333,6338972.000,7890782.000,6328991.333,9517202.667,6335548.000,1010503.333,1009250.667,1381299.333,1008625.333,1593155.333,1009000.000,47867429.333,47792382.000,63313153.333,47734350.000,71672564.000,47789133.333,60065722.667,60070734.000,60064808.000,60049310.000,67612028.667,60065286.667,49722972.000,49727106.000,49721880.000,49709088.000,55969758.000,49722036.000
42983,294470.370,296212.593,227506.667,292062.222,236026.667,295262.963,251832.593,249854.815,226026.667,249774.815,233587.407,252315.556,7389451.852,7388031.111,8894876.296,7377671.852,8899297.778,7367931.852,1320696.296,1321298.519,1612570.370,1318904.444,1605847.407,1316285.185,55313041.481,55305037.037,66717701.481,55236668.889,66643611.111,55146713.333,75079876.296,75072747.407,66789071.852,75077368.889,66789105.926,74996849.630,62151440.000,62145633.333,55288393.333,62149533.333,55288220.000,62083233.333
43013,236512.000,238034.667,252991.333,234581.333,324477.333,237212.667,202777.333,201508.000,251482.667,201704.000,315780.000,202829.333,5914145.333,5910965.333,8493408.000,5877546.000,8894472.667,5891424.000,1056594.667,1055189.333,1411636.667,1052605.333,1542752.667,1052118.667,44266962.667,44244554.000,64052178.667,43989484.667,72028394.000,44083716.000,60060230.000,60058780.000,60062106.667,59875924.000,67603450.000,59863509.333,49718682.000,49716888.000,49719774.000,49565412.000,55962894.000,49555194.000
43043,408520.667,407321.333,297392.000,406534.000,294357.333,399567.333,361883.333,364180.000,293580.000,360689.333,292602.667,356001.333,6965732.000,6972424.667,8905311.333,6961863.333,9450089.333,6967209.333,1060094.000,1060674.667,1567212.000,1060080.667,1577751.333,1068447.333,57915040.667,57952134.667,70643925.333,57871977.333,71034410.000,57336495.333,67587057.333,67579124.667,67607901.333,67578746.667,67610468.000,67572289.333,55948542.000,55942692.000,55966170.000,55942224.000,55968198.000,55936686.000
43073,303558.667,304426.667,287404.000,266943.333,274961.333,308814.000,263838.667,260020.667,287073.333,231988.000,274286.667,267311.333,7327078.667,7309918.667,8420299.333,6445518.000,8664040.000,7266242.667,1309884.000,1305204.000,1378524.000,1153364.667,1562390.667,1292207.333,54838926.667,54688640.000,65002579.333,48259594.667,64814706.667,54973450.667,75011384.000,74977720.000,60073221.333,66413746.667,67517009.333,74786891.333,62094942.000,62066940.000,49729134.000,54977754.000,55891134.000,61909224.000
43103,235884.667,239619.333,264685.333,266882.667,291700.000,236052.000,205862.000,203992.000,266597.333,229446.667,292435.333,203294.667,5897106.667,5897385.333,8446466.000,6605760.000,9448810.667,5867062.000,1055282.000,1054894.667,1401626.000,1179387.333,1579676.000,1048604.667,44155976.000,44140031.333,63606500.667,49423858.667,71049663.333,43915439.333,60052705.333,60048829.333,60060102.000,67264207.333,67573470.000,59807836.000,49711818.000,49708542.000,49718214.000,55682094.000,55937778.000,49509252.000
43133,310833.333,315091.333,222088.000,309016.667,350070.667,311676.000,276154.667,277563.333,223268.000,273335.333,340801.333,276005.333,7060962.000,7055732.000,7905687.333,7052641.333,8666323.333,7021292.000,1137986.667,1138969.333,1430238.000,1138688.667,1501845.333,1132070.000,53175600.667,53143302.667,59221478.667,53138306.000,70243055.333,52898163.333,67561571.333,67558413.333,60060611.333,67537173.333,67588196.000,67281945.333,55928028.000,55925298.000,49717980.000,55907748.000,55950102.000,55696290.000
43160,293895.556,302324.444,425422.963,293596.296,295064.444,299102.963,255517.037,259299.259,419385.926,251438.519,295156.296,256754.074,7380300.000,7381773.333,10078271.852,7354260.000,9396524.444,7367056.296,1319189.630,1318031.852,1612977.778,1314872.593,1555445.185,1316831.111,55247062.963,55230982.963,81890650.370,55036244.444,70672620.741,55124317.037,75103152.593,75101679.259,75108928.889,74930582.222,66716877.778,75020357.778,62171026.667,62169206.667,62175360.000,62027420.000,55228246.667,62102126.667
43186,371720.000,375323.077,268879.231,285070.000,259723.846,287315.385,333259.231,335963.077,263277.692,240278.462,261272.308,242264.615,6655127.692,6653491.538,8849753.846,6754221.538,9095286.154,6740736.923,1114046.154,1116493.077,1601837.692,1209865.385,1639840.769,1209326.154,56186524.615,56023763.077,66239640.000,50552825.385,68043082.308,50478240.000,69252900.769,69250937.692,69231516.923,69245939.231,69266384.615,69233846.154,57328110.000,57326220.000,57309930.000,57322080.000,57339360.000,57312450.000
43213,263064.444,277794.074,242369.630,352822.222,294204.444,356984.444,168266.667,178437.037,243505.185,266222.963,292826.667,275478.519,7173203.704,7159914.074,8889552.593,6974957.778,9452370.370,6989097.037,1169222.963,1162710.370,1606013.333,1051717.778,1561601.481,1055788.889,54770311.852,54767671.111,66568108.148,59292171.111,71061346.667,59374807.407,66750628.148,66750138.519,66754082.963,66621501.481,66781061.481,66743762.963,55256326.667,55256066.667,55259100.000,55150160.000,55281373.333,55250953.333
43240,223136.296,277794.074,296467.407,222634.074,352059.259,356984.444,156878.519,178437.037,299837.778,154804.444,343925.185,275478.519,6684369.630,7159914.074,9410425.185,6608495.556,8664950.370,6989097.037,1203359.259,1162710.370,1559171.852,1191367.407,1492748.889,1055788.889,50529180.741,54767671.111,70856445.185,49943620.741,70815111.852,59374807.407,66751000.741,66750138.519,66745206.667,66089135.556,66687330.370,66743762.963,55256933.333,55256066.667,55252080.000,54709026.667,55203720.000,55250953.333
43266,228196.923,268149.231,354152.308,232296.923,253700.769,258979.231,173207.692,188895.385,353310.769,174181.538,255402.308,174300.769,6923826.154,7800400.000,9057987.692,6921443.846,9227041.538,7799440.769,1247571.538,1405605.385,1566177.692,1245200.769,1662443.846,1404700.000,52260238.462,58972763.077,74059954.615,52246283.077,68984271.538,58985198.462,69350180.769,77988300.000,69281269.231,69344577.692,69295757.692,77912206.923,57408570.000,64559250.000,57351330.000,57403890.000,57363840.000,64496520.000
43293,293741.481,233881.481,309367.407,283631.111,312812.593,232142.222,250600.741,176111.111,314293.333,238948.889,314194.815,174408.889,7055547.407,6641958.519,9214967.407,7053951.111,9223780.741,6633428.889,1130126.667,1195351.852,1524977.778,1130563.704,1522148.889,1192365.926,53545160.000,50107030.370,69368325.926,53555291.111,69361422.222,50064362.222,66652417.778,66775265.926,66625024.444,66635513.333,66650541.481,66690005.185,55175033.333,55277126.667,55152500.000,55161340.000,55173560.000,55206753.333
43323,217130.667,216038.667,217626.667,204672.667,248391.333,208252.667,174976.667,171134.000,220666.667,158676.000,248879.333,162842.667,5984552.000,5981170.667,7969295.333,5954622.667,8982092.667,5961054.000,1074375.333,1075806.000,1441380.000,1071136.667,1619635.333,1071130.667,45062378.667,45065368.000,59670072.667,44869171.333,67174196.000,44896227.333,60063406.000,60071694.000,60066894.000,59907338.000,67593741.333,59864844.667,49721100.000,49727574.000,49723206.000,49591464.000,55954548.000,49556832.000
43353,344576.667,317925.333,293761.333,335490.667,386980.000,313075.333,288986.667,265737.333,297630.000,278014.667,382303.333,262481.333,6604784.667,5860953.333,9434670.667,6596496.000,9322298.000,5846633.333,1123496.667,989755.333,1580686.667,1122931.333,1493320.667,988132.667,55131702.667,49490085.333,70980075.333,55062753.333,75468328.667,49431668.667,67583894.000,60083326.000,67587941.333,67557207.333,67623082.000,60025820.667,55946124.000,49737402.000,55949868.000,55924284.000,55978884.000,49689900.000
43383,285966.667,290543.333,333981.333,288050.000,246434.000,293044.667,238142.667,243611.333,334807.333,241632.667,247126.667,246478.000,7135904.000,7141137.333,8823167.333,7137838.000,8978172.667,7134168.667,1156663.333,1156954.667,1533556.667,1155804.667,1617741.333,1156240.000,54006980.667,54037394.000,71474606.667,54005298.667,67117193.333,53994248.000,67578156.000,67581126.667,67588860.000,67579334.000,67638956.000,67578842.667,55941522.000,55943940.000,55950492.000,55942614.000,55991520.000,55941912.000
43410,271388.148,270977.778,274254.815,274618.519,296988.889,274539.259,219629.630,216058.519,278879.259,221158.519,296738.519,220529.630,7453141.481,7450645.185,9964000.741,7425597.037,9408385.926,7451970.370,1337317.037,1337488.148,1799336.296,1331710.370,1555988.148,1336785.185,56037525.185,56042251.852,74563945.926,55820391.852,70726587.407,56026908.148,75099448.889,75102839.259,75110884.444,74907695.556,66774412.593,75092080.000,62167906.667,62170680.000,62177180.000,62009220.000,55276346.667,62162186.667
43436,253659.231,252306.154,335009.231,250063.077,267829.231,252791.538,204567.692,201166.923,325844.615,200208.462,271301.538,200233.846,6838483.077,6835179.231,9174175.385,6829876.154,9076257.692,6833738.462,1226871.538,1226460.769,1516736.923,1223420.000,1633657.692,1226090.769,51387245.385,51379638.462,69067297.692,51330404.615,67827868.462,51374342.308,69272429.231,69275788.462,69260839.231,69278063.846,69291308.462,69274682.308,57344130.000,57346560.000,57334140.000,57348540.000,57359790.000,57346110.000
43466,263804.000,265890.000,220111.333,260494.000,365964.667,266546.000,222002.000,222575.333,224625.333,219022.000,345998.000,223802.667,6376489.333,6383515.333,7945226.667,6371458.000,9388708.000,6367104.000,1022517.333,1021476.667,1435496.667,1019553.333,1507310.667,1020293.333,48286030.667,48305115.333,59468192.667,48235036.000,76339268.000,48200254.000,60070294.667,60070748.667,60077196.667,60058667.333,67613418.667,60058448.667,49726326.000,49727184.000,49731786.000,49716810.000,55970772.000,49716732.000
43496,352684.667,352807.333,377324.667,349276.667,206000.667,351618.000,297346.667,297115.333,340172.000,292854.000,159875.333,295708.667,6539334.000,6529293.333,10374108.667,6536168.000,9065909.333,6521326.000,1109286.000,1109079.333,1700608.000,1108745.333,1648785.333,1108124.000,54521939.333,54444846.667,84176342.000,54508170.667,68541834.667,54403016.667,67523162.000,67513855.333,75020811.333,67506426.000,67554302.667,67512876.000,55895892.000,55888482.000,62102742.000,55882476.000,55921866.000,55887936.000
43526,254544.000,255392.000,202656.667,250709.333,255807.333,254380.667,208518.000,208672.000,169984.000,205864.000,230558.000,207422.667,6683984.000,6691284.000,9172703.333,6661184.000,9673211.333,6668588.667,1198244.667,1199688.000,1671280.667,1194958.667,1628109.333,1195154.000,50175141.333,50223924.000,69297182.667,50009671.333,73233642.667,50047522.667,67573145.333,67576642.000,67600013.333,67389657.333,67619981.333,67428506.000,55937778.000,55940274.000,55959774.000,55785522.000,55976310.000,55818048.000
43556,299762.667,298630.667,256557.333,297606.000,210104.667,299242.000,255581.333,252942.000,239357.333,252600.667,191024.000,253918.000,7114818.667,7118299.333,9628259.333,7107840.000,9154870.000,7101878.000,1150732.000,1151094.667,1623681.333,1150250.667,1658634.000,1149971.333,53744195.333,53754839.333,72913686.000,53697223.333,68912072.000,53656549.333,67585899.333,67585351.333,67621172.000,67574227.333,67633365.333,67513010.667,55947918.000,55947606.000,55977090.000,55938090.000,55987230.000,55887624.000
43586,257747.333,255133.333,301332.667,254558.667,350668.000,254228.667,213228.000,208305.333,284448.000,209677.333,332124.667,208559.333,6689925.333,6679350.000,8975314.000,6677649.333,9492635.333,6678588.000,1198296.667,1197851.333,1567421.333,1197971.333,1527558.000,1197485.333,50182996.667,50122353.333,73008864.667,50086824.667,77079958.667,50103884.000,67591194.000,67586077.333,67622871.333,67582027.333,67651833.333,67574406.000,55952520.000,55948074.000,55978728.000,55944720.000,56002362.000,55938402.000
43616,299032.000,296159.333,241224.667,256689.333,213761.333,260218.000,255184.667,251192.000,234432.000,214364.667,201668.000,215305.333,7110677.333,7105324.667,8559446.667,6670342.667,9093282.000,6678258.667,1148099.333,1147558.000,1426410.667,1196072.000,1647454.667,1198006.000,53693762.000,53635626.000,64719383.333,50056969.333,68343769.333,50092186.000,67587635.333,67575449.333,60092144.000,67453328.000,67631903.333,67577077.333,55949556.000,55939728.000,49744344.000,55838484.000,55985904.000,55941054.000
